iter	R2	RMSE
106	0.3933060889	6.345138751
107	0.3956467296	6.332887068
108	0.3977749377	6.321726719
109	0.3997547706	6.311326731
110	0.4020362165	6.299321089
111	0.4040606871	6.288648535
112	0.4061285852	6.277728308
113	0.4082383371	6.266567446
114	0.4101622478	6.256372353
115	0.4123844592	6.244575802
116	0.4143245383	6.234258693
117	0.4165445235	6.22243209
118	0.4184778875	6.212114072
119	0.4202384152	6.202703519
120	0.422445933	6.190883456
121	0.4244177809	6.180306162
122	0.4260684647	6.171437702
123	0.4280524344	6.160761738
124	0.4296809158	6.151984851
125	0.4313879912	6.142770911
126	0.4331506261	6.133242563
127	0.4345752356	6.125530662
128	0.4360619276	6.117472321
129	0.4376278647	6.108972951
130	0.4392506621	6.100152468
131	0.4410603992	6.090300835
132	0.4425133296	6.082379996
133	0.4444815115	6.071633717
134	0.4457521136	6.064686111
135	0.4476267392	6.054421168
136	0.448628056	6.048931091
137	0.4504730901	6.038801961
138	0.4518763949	6.031086509
139	0.4537247522	6.020909045
140	0.4552916025	6.012268129
141	0.4568712086	6.003544277
142	0.4583267267	5.995494502
143	0.4595497082	5.98872241
144	0.4604687873	5.983628091
145	0.4621121492	5.974508354
146	0.4635628324	5.966446292
147	0.4648371845	5.959355178
148	0.4662121311	5.951694832
149	0.4671389491	5.946525611
150	0.468704643	5.937782912
151	0.4700725975	5.930133822
152	0.4715298095	5.921974769
153	0.4732075501	5.912567015
154	0.4749479277	5.902792186
155	0.4764342508	5.894431421
156	0.4772906993	5.889608394
157	0.4785348204	5.882595173
158	0.4793010158	5.878271899
159	0.4806118074	5.870868346
160	0.4817257962	5.864569019
161	0.4830813605	5.856894505
162	0.4843496581	5.849704933
163	0.4857828	5.841570263
164	0.4871225352	5.833955523
165	0.4884489047	5.826406946
166	0.4897747215	5.818851728
167	0.4910005407	5.811857612
168	0.4924444574	5.803608293
169	0.4935466617	5.797303329
170	0.49472076	5.790579557
171	0.4957919064	5.784438547
172	0.4967526329	5.778925037
173	0.4979402634	5.772102069
174	0.4989701525	5.766178793
175	0.4998702139	5.760997218
176	0.5011888333	5.753397614
177	0.5022246409	5.747420893
178	0.5033229916	5.741076495
179	0.5042669433	5.735618344
180	0.5052483805	5.72993793
181	0.506595792	5.722130126
182	0.507684775	5.715812035
183	0.5087495672	5.709627536
184	0.509977057	5.702489738
185	0.5110388908	5.696308006
186	0.5120828706	5.69022367
187	0.5130691946	5.684469369
188	0.5142344447	5.677663683
189	0.515188136	5.672087538
190	0.5162464283	5.665893377
191	0.5174657156	5.658748509
192	0.5180993721	5.655031798
193	0.5192854372	5.648068363
194	0.5203486365	5.641818972
195	0.5214360532	5.635420065
196	0.5224923849	5.629197112
197	0.5235670886	5.622858861
198	0.5244824364	5.617454799
199	0.5254240815	5.611890051
200	0.526087625	5.607965457
201	0.5271044608	5.601945946
202	0.527687838	5.598489521
203	0.5282915442	5.594910401
204	0.5292946173	5.588958535
205	0.5298393713	5.585723508
206	0.5308466011	5.579737125
207	0.5317891375	5.574129418
208	0.5327651943	5.568316326
209	0.533766132	5.562348742
210	0.53471843	5.556665199
211	0.5355738585	5.551554834
212	0.5363158048	5.547118605
213	0.5371247892	5.542277496
214	0.5381035168	5.536414955
215	0.5388054043	5.532206849
216	0.5394889227	5.528105796
217	0.5399656709	5.525243544
218	0.5406236757	5.521290647
219	0.5414623343	5.516248383
220	0.5423055932	5.511173809
221	0.5432377981	5.505558532
222	0.5441107201	5.500295157
223	0.544951981	5.495217916
224	0.545845162	5.489822183
225	0.5466679881	5.484846768
226	0.5472315807	5.481436266
227	0.5478874029	5.477464974
228	0.5486407123	5.4728998
229	0.5494144474	5.468206874
230	0.5499476359	5.464970587
231	0.5506116777	5.460937381
232	0.5512789378	5.456881624
233	0.5518662017	5.453309607
234	0.5524724494	5.449619665
235	0.5531659128	5.445395817
236	0.5536959728	5.442165039
237	0.5543331824	5.438278632
238	0.5551931172	5.433029393
239	0.556081352	5.427602074
240	0.5567389746	5.42358035
241	0.5571876201	5.420834924
242	0.5578881559	5.416545306
243	0.5584185995	5.413294959
244	0.5589602536	5.409973903
245	0.5596977223	5.405448964
246	0.5603053259	5.401718
247	0.5609882381	5.397521528
248	0.561763596	5.392753022
249	0.5624954998	5.38824789
250	0.5630318235	5.384944231
251	0.563768324	5.380404213
252	0.5645351256	5.375673336
253	0.5650929831	5.372228947
254	0.5656649298	5.368695273
255	0.5662996077	5.3647713
256	0.5666509997	5.362597542
257	0.5671656122	5.359412488
258	0.5677499979	5.355793296
259	0.5683279797	5.352211357
260	0.5689134752	5.348580406
261	0.569589574	5.344384511
262	0.5702777067	5.340110548
263	0.5709005744	5.336238991
264	0.5713584879	5.333390947
265	0.572041505	5.329140017
266	0.5726847649	5.325133425
267	0.5731397631	5.322297612
268	0.5736601212	5.319052586
269	0.5743329104	5.314854041
270	0.5748820052	5.311424953
271	0.575171401	5.309616789
272	0.5755927939	5.306982797
273	0.576141551	5.303550732
274	0.5767636538	5.299657256
275	0.5774200236	5.295546214
276	0.5780010771	5.291904236
277	0.5785830114	5.288254224
278	0.5791473823	5.284711964
279	0.5797657223	5.280828241
280	0.5802355027	5.277875694
281	0.580726931	5.274785321
282	0.5812975851	5.27119446
283	0.58175689	5.26830249
284	0.5822908754	5.264938304
285	0.582672168	5.262534789
286	0.583128356	5.25965772
287	0.5837110751	5.25598036
288	0.5842574826	5.252529811
289	0.5848462994	5.24880891
290	0.585367049	5.245515946
291	0.5857907189	5.24283534
292	0.5862911624	5.239667212
293	0.5867773731	5.236587351
294	0.587172253	5.234084684
295	0.5876715424	5.230918577
296	0.5882837575	5.227033765
297	0.5888234432	5.223606793
298	0.5892736408	5.220746343
299	0.5896768848	5.218182895
300	0.5901274947	5.215316848
301	0.5905431818	5.212671525
302	0.5911490204	5.208813724
303	0.5914932209	5.206620682
304	0.5920373625	5.20315185
305	0.5926071026	5.199517351
306	0.5931820067	5.195847332
307	0.5934813151	5.193935609
308	0.5939450463	5.190972305
309	0.5943402998	5.188445245
310	0.5947595548	5.185763387
311	0.5951104333	5.183517847
312	0.5956154389	5.180284222
313	0.5960895221	5.177246759
314	0.5965457289	5.174322148
315	0.5970246554	5.171250107
316	0.5974309826	5.168642318
317	0.5978978999	5.165644039
318	0.5981086255	5.164290308
319	0.5985188907	5.161653688
320	0.5989028212	5.159185091
321	0.5993974446	5.156003018
322	0.5996994697	5.154059026
323	0.6000924321	5.151528617
324	0.6006210653	5.148122618
325	0.6010677384	5.145242932
326	0.6012360891	5.144157164
327	0.6017939914	5.140557362
328	0.6021663813	5.138153155
329	0.6025735939	5.135522838
330	0.6028652553	5.133638076
331	0.6031424324	5.131846273
332	0.6036017676	5.128875534
333	0.6040847664	5.125749894
334	0.6045654864	5.122637109
335	0.6049434277	5.120188512
336	0.6054512302	5.11689673
337	0.6057733071	5.114807798
338	0.6059188344	5.113863655
339	0.6063325936	5.11117834
340	0.6069264333	5.107321828
341	0.6072430761	5.105264297
342	0.6076032277	5.102923039
343	0.6079486808	5.100676322
344	0.6082690472	5.098591877
345	0.6084959634	5.097114943
346	0.6088220369	5.094991874
347	0.60913245	5.092969948
348	0.6094911865	5.090632259
349	0.6099229586	5.087817212
